model,provider,deployment,profile_id,repetition,rationale_high,autonomy_infringement,procedural_legitimacy,collective_responsibility,access_barriers,coercive_backlash
GPT-4o,OpenAI,,P01,5,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. However, her medium trust in public health authorities may still motivate her to consider vaccination despite these challenges.",0,0,1,1,0
GPT-4o,OpenAI,,P02,1,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. However, her medium trust in public health authorities and having a regular doctor may still motivate her to consider vaccination.",0,0,1,1,0
GPT-4o,OpenAI,,P02,2,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. However, her medium trust in public health authorities and having a regular doctor may still motivate her to consider vaccination.",0,0,1,1,0
GPT-4o,OpenAI,,P02,3,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. However, her medium trust in public health authorities and the importance of vaccination may still motivate her to try to overcome these obstacles.",0,0,1,1,0
GPT-4o,OpenAI,,P02,4,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. However, her medium trust in public health authorities and the importance of vaccination for her and her child may still motivate her to try to overcome these obstacles.",0,0,1,1,0
GPT-4o,OpenAI,,P02,5,"The requirement to register in person and the long waiting time are significant barriers given her work schedule and childcare responsibilities. However, her medium trust in public health authorities and the importance of vaccination for her and her child may still motivate her to try to overcome these obstacles.",0,0,1,1,0
GPT-4o,OpenAI,,P03,1,"The person values health and has access to a regular doctor, but the in-person registration and long wait time are significant barriers given her job constraints and childcare responsibilities.",0,0,0,1,0
GPT-4o,OpenAI,,P03,2,"The person values health and has access to a regular doctor, indicating some level of health consciousness. However, the requirement to register in person and the long waiting time may be challenging due to her job constraints and childcare responsibilities.",0,0,0,1,0
GPT-4o,OpenAI,,P03,3,"She values her health and her child's well-being, but the in-person registration and long wait time are significant barriers given her job constraints and low income. Her medium trust in public health authorities also influences her decision.",0,0,1,1,0
GPT-4o,OpenAI,,P03,4,"The person values health and has access to a regular doctor, but the in-person registration and long wait time are significant barriers given her job constraints and childcare responsibilities.",0,0,0,1,0
GPT-4o,OpenAI,,P03,5,"She values her health and her child's well-being, but the in-person registration and long wait time are significant barriers given her job constraints and low income. Her medium trust in public health authorities also influences her decision.",0,0,1,1,0
GPT-4o,OpenAI,,P04,1,"The person may be willing to get vaccinated to protect her child and herself, but the in-person registration and paperwork could be a barrier due to her limited income and lack of a regular doctor. The waiting time and scheduling delay might also be inconvenient given her part-time work and childcare responsibilities.",0,0,0,1,0
GPT-4o,OpenAI,,P04,2,"The person may be willing to get vaccinated due to the importance of protecting her child and herself, but the in-person registration and paperwork requirements could be a barrier given her limited income and lack of a regular doctor.",0,0,0,1,0
GPT-4o,OpenAI,,P04,3,"The person may be willing to get vaccinated to protect her child and herself, but the in-person registration and paperwork could be a barrier due to her limited income and lack of a regular doctor. The waiting time and advance scheduling might be manageable with her flexible work hours.",0,0,0,1,0
GPT-4o,OpenAI,,P04,4,"The person may be willing to get vaccinated due to the importance of health for her and her child, but the in-person registration, paperwork, and waiting time could be significant barriers given her limited income and lack of a regular doctor.",0,0,0,1,0
GPT-4o,OpenAI,,P04,5,"The person may be willing to get vaccinated due to the importance of protecting her child and herself, but the in-person registration, required documentation, and long wait times could be significant barriers given her limited income and lack of a regular healthcare provider.",0,0,0,1,0
GPT-4o,OpenAI,,P05,1,"She values her health and her child's well-being, but the logistical challenges and time commitment required for registration may be a deterrent given her limited income and flexible work hours.",0,0,0,1,0
GPT-4o,OpenAI,,P05,2,"The person values health and has a child to consider, but the logistical challenges and time commitment may be a deterrent given her income and work situation. Her medium trust in public health authorities suggests she is open to vaccination but may be discouraged by the cumbersome process.",0,0,1,0,0
GPT-4o,OpenAI,,P05,3,"The person values health and has a child to consider, but the logistical challenges and time commitment may be a deterrent given her income and work situation.",0,0,0,0,0
GPT-4o,OpenAI,,P05,4,"The person values health and has a child to consider, but the logistical challenges and time commitment may be a deterrent given her income and work situation. Her medium trust in public health authorities suggests she is open to vaccination but not highly motivated by the current process.",0,0,1,0,0
